Chromophore,Solvent,lambda_abs,lambda_em,QY,log_eps,Lifetime (ns),Molecular weight (g mol-1),Reference,split,strict_core
CCCCCCCCCCOc1cc(OCCCCCCCCCC)cc(C2=C3C(C=Cc4ccc(N(C)C)cc4)=C(C#Cc4ccc(C(C)(C)C)cc4)C(C=Cc4ccc(N(C)C)cc4)=[N+]3[B-](F)(F)n3c(C=Cc4ccc(N(C)C)cc4)c(C#Cc4ccc(C(C)(C)C)cc4)c(C=Cc4ccc(N(C)C)cc4)c32)c1,ClC(Cl)Cl,797.0,835.0,0.05,5.160469,,1472.9455638879997,10.1039/c4cs00030g,test,True
CC1=C2C=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccccc1,ClCCl,544.0,577.0,0.64,4.755875,,358.145285384,10.1039/c4cs00030g,train,True
CN1C(=CC=CC2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)C(C)(C)c2ccccc21,CC#N,671.0,720.0,0.1,5.045323,,541.2500848,10.1039/c4cs00030g,train,True
CN1C(=CC=CC=CC2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)C(C)(C)c2ccccc21,CC#N,771.0,,,5.064458,,567.265734864,10.1039/c4cs00030g,train,True
CN1C(=CC=CC2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)Sc2ccccc21,CC#N,683.0,727.0,0.1,5.064458,,531.1752056079999,10.1039/c4cs00030g,train,True
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,520.0,534.0,0.79,4.851258,,318.20788564000003,10.1039/c4cs00030g,train,True
CCC1=C(C)C2=C(C=Cc3ccc([N+](=O)[O-])cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,532.0,532.0,0.01,4.70757,,451.2242639760001,10.1039/c4cs00030g,train,True
CCC1=C(C)C2=C(C=Cc3ccc(OC)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,529.0,542.0,0.01,4.763428,,436.2497504520001,10.1039/c4cs00030g,train,True
CCC1=C(C)C2=C(C=CSc3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,528.0,580.0,,4.30103,,438.2112567680001,10.1039/c4cs00030g,train,True
CCC1=C(C)C2=C(C=Cc3ccc([N+](=O)[O-])cc3)c3c(C)c(CC)c(C=Cc4ccc(OC)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(OC)cc1,ClCCl,666.0,,,4.94939,,687.3079936,10.1039/c4cs00030g,test,True
Cc1ccc(C2=C3C=CC(Oc4ccccc4)=[N+]3[B-](F)(F)n3c(Oc4ccccc4)ccc32)cc1,C1CCOC1,516.0,533.0,0.27,5.069298,,466.166414752,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=CC(Nc4ccccc4)=[N+]3[B-](F)(F)n3c(Nc4ccccc4)ccc32)cc1,CO,588.0,613.0,0.45,,,464.198383576,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=CC(Sc4ccccc4)=[N+]3[B-](F)(F)n3c(Sc4ccccc4)ccc32)cc1,C1CCOC1,577.0,599.0,0.82,4.943,,498.120727512,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=CC([Se]c4ccccc4)=[N+]3[B-](F)(F)n3c([Se]c4ccccc4)ccc32)cc1,C1CCOC1,586.0,609.0,0.56,5.0187,,594.0096281120001,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=CC([Te]c4ccccc4)=[N+]3[B-](F)(F)n3c([Te]c4ccccc4)ccc32)cc1,C1CCOC1,620.0,659.0,0.01,4.884229,,693.9890343120002,10.1039/c4cs00030g,val,True
CSC1=C(C)C2=C(c3ccc(C)cc3)c3c(C)c(Cl)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,518.0,655.0,0.07,5.20412,,418.125334224,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(cc3c2-c2ccccc2CC3)C(c2ccc(I)cc2)=C2C=C3CCc4ccccc4C3=[N+]21,ClC(Cl)Cl,634.0,647.0,0.38,5.101231,,598.088883544,10.1039/c4cs00030g,test,True
CC1=C2CCc3ccccc3C2=[N+]2C1=C(c1ccc(I)cc1)c1c(C)c3c(n1[B-]2(F)F)-c1ccccc1CC3,ClC(Cl)Cl,619.0,629.0,0.72,5.163609,,626.120183672,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(cc3ccc4ccccc4c32)C(c2ccc(I)cc2)=C2C=C3CCc4ccccc4C3=[N+]21,ClC(Cl)Cl,634.0,668.0,0.17,4.612784,,596.07323348,10.1039/c4cs00030g,train,True
COc1ccc2c(c1)CCC1=C(c3ccccc3)C3=C(c4ccc5cccc(O)c5n4)c4c(-c5ccccc5)c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc(OC)cc1CC5,O,660.0,680.0,,,,751.281778852,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(c(Sc3ccccc3)c3c2-c2ccccc2CC3)C=C2C(Sc3ccccc3)=C3CCc4ccccc4C3=[N+]21,CC#N,640.0,661.0,0.41,,,612.167677704,10.1039/c4cs00030g,test,True
F[B-]1(F)n2c(c(-c3cccs3)c3c2-c2ccccc2CC3)C=C2C(c3cccs3)=C3CCc4ccccc4C3=[N+]21,CC#N,636.0,650.0,0.84,,,560.136377576,10.1039/c4cs00030g,train,True
CC1=C2C3=C(CCc4ccccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c3c(c21)-c1ccccc1CC3,CC#N,559.0,599.0,0.38,,,438.20788564,10.1039/c4cs00030g,train,True
CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)CCc2ccccc2-4)C2=C1CCc1ccccc12,CC#N,565.0,612.0,0.1,,,500.223535704,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=C4C(=[N+]3[B-](F)(F)n3c2cc2c3-c3ccccc3C23c2ccccc2-c2ccccc23)c2ccccc2C42c3ccccc3-c3ccccc32)cc1,C1CCOC1,634.0,642.0,0.67,5.223262,,758.270485896,10.1039/c4cs00030g,val,True
F[B-]1(F)n2c(c(-c3ccccc3)c3c2C2=Cc4ccccc4OC2CC3)C=C2C(c3ccccc3)=C3CCC4Oc5ccccc5C=C4C3=[N+]21,ClC(Cl)Cl,732.0,747.0,0.06,4.462398,,656.2446650719999,10.1039/c4cs00030g,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,ClCCl,583.0,597.0,0.63,,,462.135114624,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(cc3oc4ccccc4c32)C(c2ccc(I)cc2)=C2C=c3oc4ccccc4c3=[N+]21,ClC(Cl)Cl,637.0,647.0,0.34,5.178977,,574.016112528,10.1039/c4cs00030g,val,True
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,ClC(Cl)Cl,579.0,583.0,0.96,5.305351,,300.08816443200004,10.1039/c4cs00030g,test,True
F[B-]1(F)n2c(cc3oc(-c4ccccc4)cc32)C=C2C=c3oc(-c4ccccc4)cc3=[N+]21,ClC(Cl)Cl,652.0,661.0,0.9,5.49693,,424.11946456,10.1039/c4cs00030g,val,True
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,ClC(Cl)Cl,672.0,683.0,0.86,5.459392,,484.140593928,10.1039/c4cs00030g,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,ClC(Cl)Cl,723.0,738.0,0.56,5.403121,,552.127978556,10.1039/c4cs00030g,test,True
COc1ccccc1-c1cc2c(o1)=CC1=Cc3cc4oc(-c5ccccc5OC)cc4n3[B-](F)(F)[N+]=21,ClC(Cl)Cl,671.0,680.0,0.91,5.495544,,484.140593928,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(cc3sc4ccccc4c32)C(c2ccc(I)cc2)=C2C=c3sc4ccccc4c3=[N+]21,ClC(Cl)Cl,658.0,673.0,0.05,4.7344,,605.9704252880001,10.1039/c4cs00030g,train,True
COC(=O)c1ccc(C2=C3C=c4sccc4=[N+]3[B-](F)(F)n3c2cc2sccc23)cc1,ClCCl,576.0,604.0,0.06,5.08636,,438.047956496,10.1039/c4cs00030g,test,True
COc1ccc(-c2cc3c(s2)=CC2=C(C(F)(F)F)c4cc5sc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,ClC(Cl)Cl,731.0,754.0,0.37,5.303196,,584.082291316,10.1039/c4cs00030g,test,True
COC(=O)c1ccc(C2=C3C=c4sc(-c5cccs5)cc4=[N+]3[B-](F)(F)n3c2cc2sc(-c4cccs4)cc23)cc1,ClCCl,684.0,716.0,0.31,5.307496,,602.0233986240002,10.1039/c4cs00030g,val,True
COc1ccccc1C1=[N+]2C(=Cc3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,ClCCl,550.0,583.0,0.77,4.789581,,564.2759652,10.1039/c4cs00030g,train,True
CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,CC#N,526.0,543.0,0.81,4.659916,,456.254835832,10.1039/c4cs00030g,train,True
CC1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(C)n3[B-]2(F)F)c2ccccc21,CC#N,597.0,606.0,0.87,5.049218,,396.160935448,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(c(-c3ccccc3)c3ccccc32)C(c2ccccc2)=C2C(c3ccccc3)=c3ccccc3=[N+]21,ClCCl,568.0,,0.0,4.556303,,520.192235576,10.1039/c4cs00030g,train,True
CC1=c2c3c4cccc5cccc(c=3c(C)[n+]2[B-](F)(F)n2c(C)c3c(c21)-c1cccc2cccc-3c12)c54,ClC(Cl)Cl,657.0,,0.0,5.149835,,482.176585512,10.1039/c4cs00030g,train,True
CC1=[N+]2C(=C(c3ccccc3)c3c4c5ccccc5c5ccccc5c4c(C)n3[B-]2(F)F)c2c1c1ccccc1c1ccccc21,CCCCCC,630.0,647.0,0.94,5.070038,,596.223535704,10.1039/c4cs00030g,train,True
Cc1cc(C)c(C2=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4c4ccccc4c23)c(C)c1,ClCCl,673.0,692.0,0.51,5.146128,,610.2391857680001,10.1039/c4cs00030g,train,True
CC(C)C1=c2c(c3[nH]cc(C(C)C)c3c3ccccc23)=[N+]2C1=Cc1c(C(C)C)c3c4ccccc4c4c(C(C)C)c[nH]c4c3n1[B-]2(F)F,ClC(Cl)Cl,727.0,744.0,0.63,5.52763,,638.3392341519999,10.1039/c4cs00030g,val,True
CC1=C2c3ccccc3C(C)=[N+]2[B-](F)(F)n2c(C)c3cc4c(-c5ccccc5)c5c(c(-c6ccccc6)c4cc3c21)-c1cccc2cccc-5c12,ClCCl,681.0,697.0,0.36,4.959995,,660.2548358319999,10.1039/c4cs00030g,train,True
CC1=c2c3c4cccc5cccc(c=3c(C)[n+]2[B-](F)(F)n2c(C)c3cc6c(-c7ccccc7)c7c(c(-c8ccccc8)c6cc3c21)-c1cccc2cccc-7c12)c54,ClCCl,658.0,695.0,0.7,4.899821,,734.2704858960001,10.1039/c4cs00030g,train,True
Cc1c2cc3c(-c4ccccc4)c4c(c(-c5ccccc5)c3cc2c2n1[B-](F)(F)[n+]1c(C)c3cc5c(-c6ccccc6)c6c7cccc8cccc(c6c(-c6ccccc6)c5cc3c1=C2c1ccccc1)c87)-c1cccc2cccc-4c12,ClCCl,765.0,783.0,0.32,5.299943,,1048.380036344,10.1039/c4cs00030g,train,True
CCC1=[N+]2c3c(c4ccc(Oc5c(C)cc(C)cc5C)c5cc6c(Oc7c(C)cc(C)cc7C)ccc7c8cc(CC)n(c8c3c(c54)c67)[B-]2(F)F)=C1,Cc1ccccc1,867.0,924.0,0.008,3.792392,,688.3072653279999,10.1039/c4cs00030g,train,True
CCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(-c3ccc(C(C)(C)C)cc3)c3cccc4c5ccc6c7cc(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)n8c7c(c7cc1c(c5c76)c2c34)=C1C=CC(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=[N+]1[B-]8(F)F,Cc1ccccc1,780.0,830.0,0.008,,,1269.8760873599997,10.1039/c4cs00030g,val,True
CC1=[N+]2C(=Cc3c4c(cn3[B-]2(F)F)-c2nc-4c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc([nH]4)c2-c2ccccc2)C=C3)C(C)C1,ClCCl,640.0,693.0,0.04,4.765296,,808.3297320879999,10.1039/c4cs00030g,test,True
F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)C=C2c3ccccc3C(c3ccccc3)=[N+]21,ClCCl,634.0,658.0,0.88,5.035029,,444.160935448,10.1039/c4cs00030g,train,True
CCc1ccc(C2=[N+]3C(=Cc4c5ccc(OC)cc5c(-c5ccc(CC)s5)n4[B-]3(F)F)c3ccc(OC)cc32)s1,ClCCl,727.0,780.0,0.2,5.0,,572.157506944,10.1039/c4cs00030g,train,True
CC1=[N+]2C(=C(C3=CC4OCCOCCOCCOCCOC4C=C3)c3c4ccccc4c(C=Cc4ccc(N(C)C)cc4)n3[B-]2(F)F)c2ccccc21,CC#N,693.0,741.0,0.24,4.838849,,719.334208348,10.1039/c4cs00030g,train,True
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)F,ClCCl,612.0,629.0,0.89,4.690196,,370.1452853840001,10.1039/c4cs00030g,train,True
COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1,ClCCl,616.0,633.0,0.63,4.531479,,400.155850068,10.1039/c4cs00030g,train,True
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3cccs3)n1[B-]2(F)F,ClCCl,618.0,631.0,0.44,4.146128,,376.1017063200001,10.1039/c4cs00030g,val,True
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,ClCCl,612.0,628.0,0.8,4.969882,,376.10170632000006,10.1039/c4cs00030g,test,True
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,ClCCl,617.0,652.0,0.91,5.010003,,580.213364944,10.1039/c4cs00030g,train,True
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(-c3[nH]c(C)cc3C)n1[B-]2(F)F,ClCCl,609.0,631.0,0.61,,,363.17183448,10.1039/c4cs00030g,test,True
CC1=c2ccccc2=[N+]2C1=Cc1c3ccccc3c(-c3[nH]c4ccccc4c3C)n1[B-]2(F)F,ClCCl,611.0,648.0,0.08,,,435.17183448,10.1039/c4cs00030g,train,True
CCOC(=O)COc1ccc(C=CC2=[N+]3C(=Cc4c5ccccc5c(-c5[nH]c(C)cc5C)n4[B-]3(F)F)C(C)=C2)cc1,ClCCl,680.0,705.0,0.75,,,553.2348286600001,10.1039/c4cs00030g,train,True
CCOC(=O)COc1ccc(C=CC2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2[nH]c(C)cc2C)cc1,ClCCl,608.0,687.0,0.01,,,567.250478724,10.1039/c4cs00030g,val,True
CCOC(=O)COc1ccc(C=CC2=C3C(C)=CC(C=Cc4ccc(OCC(=O)OCC)cc4)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2[nH]c(C)cc2C)cc1,ClCCl,676.0,733.0,0.01,,,757.313472904,10.1039/c4cs00030g,val,True
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,ClC(Cl)Cl,650.0,672.0,0.34,4.897627,,497.187484544,10.1039/c4cs00030g,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClC(Cl)Cl,688.0,715.0,0.36,4.929419,,557.2086139120001,10.1039/c4cs00030g,train,True
CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClC(Cl)Cl,799.0,823.0,,4.939519,,583.271882864,10.1039/c4cs00030g,train,True
COc1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,ClC(Cl)Cl,664.0,695.0,0.23,4.892095,,557.2086139120001,10.1039/c4cs00030g,test,True
CN(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(N(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,763.0,822.0,,,,583.271882864,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccn3)c2N=C2C(c3ccccn3)=CC(c3ccccc3)=[N+]21,CC#N,655.0,682.0,0.19,,,499.1779824800001,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,ClCCl,718.0,740.0,0.44,5.080987,,509.1003264160001,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(-c3ccccc3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3ccccc3)=[N+]21,ClCCl,683.0,725.0,0.1,4.892095,,509.100326416,10.1039/c4cs00030g,val,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,ClCCl,742.0,764.0,0.11,5.041393,,521.0131682880001,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(c(-c3ccccc3)c(-c3cccs3)c2-c2ccccc2)N=C2C(c3ccccc3)=C(c3cccs3)C(c3ccccc3)=[N+]21,ClCCl,650.0,,0.0,4.60206,,661.162926672,10.1039/c4cs00030g,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c5c(n4[B-]3(F)F)-c3ccc(OC)cc3CC5)C(c3ccccc3)=C2)cc1,ClC(Cl)Cl,708.0,732.0,0.38,4.983175,,583.224263976,10.1039/c4cs00030g,train,True
COc1ccc2c(c1)CCC1=C(c3ccccc3)C3=Nc4c(-c5ccccc5)c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc(OC)cc1CC5,ClC(Cl)Cl,740.0,752.0,0.28,5.201397,,609.2399140400001,10.1039/c4cs00030g,train,True
COc1ccc2c(c1)SCC1=C(c3ccccc3)C3=Nc4c(-c5ccccc5)c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc(OC)cc1SC5,ClC(Cl)Cl,706.0,730.0,0.11,5.060698,,645.1527559120002,10.1039/c4cs00030g,train,True
COc1ccc2c(c1)CCc1c(-c3ccccc3)c3n(c1-2)[B-](F)(F)[N+]1=C2C(=C(c4ccccc4)C1=N3)CCc1ccccc12,ClC(Cl)Cl,723.0,734.0,0.32,5.1959,,579.2293493560001,10.1039/c4cs00030g,train,True
COc1ccc2c(c1)CCc1c(-c3ccccc3)c3n(c1-2)[B-](F)(F)[N+]1=c2ccc4ccccc4c2=C(c2ccccc2)C1=N3,ClC(Cl)Cl,715.0,730.0,0.11,5.149219,,577.213699292,10.1039/c4cs00030g,train,True
COc1ccccc1C1=[N+]2C(=Nc3c(-c4ccccc4)cc(-c4ccccc4OC)n3[B-]2(F)F)C(c2ccccc2)=C1,Cc1ccccc1,640.0,688.0,0.07,4.86835,,557.2086139120001,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)N=C2c3ccccc3C(c3ccccc3)=[N+]21,ClCCl,712.0,736.0,0.14,4.977724,,445.156184416,10.1039/c4cs00030g,train,True
Fc1ccc(C2=[N+]3C(=Nc4c5ccccc5c(-c5ccc(F)cc5)n4[B-]3(F)F)c3ccccc32)cc1,ClCCl,713.0,724.0,0.16,4.799341,,481.137340792,10.1039/c4cs00030g,train,True
CN(C)c1ccc(C2=[N+]3C(=Nc4c5ccccc5c(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)cc1,ClCCl,794.0,830.0,0.01,5.240549,,531.2405827360001,10.1039/c4cs00030g,train,True
Cc1ccc(C2=[N+]3C(=Nc4c5ccccc5c(-c5ccc(C)s5)n4[B-]3(F)F)c3ccccc32)s1,ClCCl,793.0,841.0,,4.977724,,485.1003264160001,10.1039/c4cs00030g,train,True
F[B-]1(F)n2c(-c3ccccc3)c3ccc4ccccc4c3c2N=C2c3c(ccc4ccccc34)C(c3ccccc3)=[N+]21,ClCCl,737.0,753.0,0.14,4.851258,,545.1874845440001,10.1039/c4cs00030g,train,True
CCc1nc2c(nc1CC)C(c1ccccc1)=[N+]1C2=Nc2c3nc(CC)c(CC)nc3c(-c3ccccc3)n2[B-]1(F)F,C1CCOC1,685.0,721.0,,,,561.2623808000002,10.1039/c4cs00030g,test,True
CC1=CC(C)=[N+]2C1=C(C1=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c31)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,515.0,588.0,0.31,,,494.243620576,10.1039/c4cs00030g,train,True
CC1=CC(C)=[N+]2C1=C(C1=C(C)C3=C(C)c4c(C)cc(C)n4[B-](F)(F)[N+]3=C1C)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,516.0,527.0,0.03,,,508.25927064000007,10.1039/c4cs00030g,train,True
CC1=C(C)C(c2c(C)c(C)c3n2[B-](F)(F)[N+]2=C(C)C(C)=C(C)C2=C3)=[N+]2C1=Cc1c(C)c(C)c(C)n1[B-]2(F)F,ClCCl,562.0,650.0,0.7,4.866878,,522.274920704,10.1039/c4cs00030g,val,True
CC1=CC(C)=[N+]2C1=Cc1c(C)c(C3=C(C)C4=Cc5c(C)cc(C)n5[B-](F)(F)[N+]4=C3C)c(C)n1[B-]2(F)F,ClCCl,526.0,563.0,0.66,5.176091,,494.2436205760001,10.1039/c4cs00030g,test,True
CC1=C(C2=C(C)C(C)=[N+]3C2=Cc2cc(C)c(C)n2[B-]3(F)F)C2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,557.0,598.0,0.05,4.90309,,494.243620576,10.1039/c4cs00030g,test,True
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2c(ccc5cc(C(C)(C)C)ccc52)C=3C#N)[B-](F)(F)[n+]2c(ccc3cc(C(C)(C)C)ccc32)C=4C#N)cc1,ClC(Cl)Cl,754.0,773.0,0.59,5.311754,,1052.56824916,10.1039/c4cs00030g,train,False
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2ccccc2N=3)[B-](F)(F)[n+]2ccccc2N=4)cc1,ClC(Cl)Cl,638.0,661.0,0.89,4.892095,,792.4117485200001,10.1039/c4cs00030g,train,False
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2c(sc5ccccc52)N=3)[B-](F)(F)[n+]2c(sc3ccccc32)N=4)cc1,ClC(Cl)Cl,655.0,676.0,0.81,5.041393,,904.35589052,10.1039/c4cs00030g,train,True
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2c(ccc5ccccc52)N=3)[B-](F)(F)[n+]2c(ccc3ccccc32)N=4)cc1,ClC(Cl)Cl,671.0,692.0,0.83,5.0,,892.4430486480001,10.1039/c4cs00030g,train,False
CCC1=C(CC)C(C)=[N+]2C1=Cc1c(C)c3cc4c(cc3n1[B-]2(F)F)=[N+]1C(=Cc2c(CC)c(CC)c(C)n2[B-]1(F)F)C=4C,ClC(Cl)Cl,692.0,703.0,0.72,5.365488,,574.3062208320001,10.1039/c4cs00030g,test,True
CCc1c(CC)c2n(c1C)[B-](F)(F)[N+]1=C(C)c3cc4c(cc3C1=C2)=[N+]1C(=Cc2c(CC)c(CC)c(C)n2[B-]1(F)F)C=4C,ClC(Cl)Cl,758.0,774.0,0.32,5.278754,,574.306220832,10.1039/c4cs00030g,train,True
CC1=c2cc3c(C)c4n(c3cc2=[N+]2C1=Cc1c3ccccc3c(C)n1[B-]2(F)F)[B-](F)(F)[N+]1=C(C)c2ccccc2C1=C4,ClC(Cl)Cl,775.0,781.0,0.36,5.149219,,562.2123204480001,10.1039/c4cs00030g,train,True
CC1=c2cc3c(cc2=[N+]2C1=Cc1c4ccccc4c(C)n1[B-]2(F)F)C1=Cc2c4ccccc4c(C)n2[B-](F)(F)[N+]1=C3C,ClC(Cl)Cl,848.0,868.0,0.04,5.30963,,562.2123204480001,10.1039/c4cs00030g,val,True
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,ClCCl,385.0,454.0,0.47,,,270.077599748,10.1039/c4cs00030g,val,False
O=C1c2ccccc2C2=Nc3cccc[n+]3[B-](F)(F)N12,ClCCl,361.0,413.0,0.33,4.38739,,271.072848716,10.1039/c4cs00030g,val,False
O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,387.0,444.0,0.74,4.426511,,321.08849878,10.1039/c4cs00030g,train,False
O=C1c2cc3ccccc3cc2C2=Nc3cccc[n+]3[B-](F)(F)N12,ClCCl,396.0,414.0,0.86,4.501059,,321.08849878,10.1039/c4cs00030g,train,False
O=C1c2cc3ccccc3cc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,419.0,430.0,0.93,4.676694,,371.10414884400006,10.1039/c4cs00030g,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,ClCCl,476.0,585.0,0.9,4.559907,,393.124884288,10.1039/c4cs00030g,train,False
CCN(CC)c1ccc2c(c1)OC1=[N+](c3ccc(I)cc3)[B-](F)(F)n3c(nc4ccccc43)C1=C2,ClCCl,496.0,545.0,0.81,4.672098,,582.089946164,10.1039/c4cs00030g,train,False
F[B-]1(F)N(c2ccccc2)c2cccc3ccc4ccc[n+]1c4c23,ClCCl,465.0,584.0,0.6,3.959709,,318.11398525600003,10.1039/c4cs00030g,train,False
CC1=NN(c2cccc3ccccc23)[B-](F)(F)[n+]2ccccc21,ClCCl,432.0,538.0,0.07,,,309.124884288,10.1039/c4cs00030g,val,False
Cc1cc(C)n2c1C=C1C(=O)N(C)C(c3ccc([N+](=O)[O-])cc3)=[N+]1[B-]2(F)F,CCCCCC,498.0,587.0,0.53,,,372.12052718000007,10.1039/c4cs00030g,train,True
Cc1ccc(N=C2C3=c4[nH]c5ccccc5c4=[N+](c4ccc(C)cc4)[B-](F)(F)N3c3ccccc32)cc1,ClCCl,649.0,756.0,,4.475671,,488.198383576,10.1039/c4cs00030g,train,False
